,epsilon,mass,n_expected
742,1.258925411794156e-06,0.10879097959183673,253.49594484441553
743,1.412537544622741e-06,0.10879097959183673,379.16294391744356
744,1.584893192461098e-06,0.10879097959183673,552.3105824148624
745,1.7782794100389047e-06,0.10879097959183673,793.466061670598
746,1.9952623149688584e-06,0.10879097959183673,1107.3989043103834
747,2.2387211385683147e-06,0.10879097959183673,1512.1140084756933
748,2.5118864315095514e-06,0.10879097959183673,1976.8849602237499
749,2.8183829312644204e-06,0.10879097959183673,2487.281812256706
750,3.1622776601683407e-06,0.10879097959183673,2953.846388876476
751,3.5481338923357097e-06,0.10879097959183673,3331.120453911288
752,3.98107170553492e-06,0.10879097959183673,3506.7642822857483
753,4.466835921509571e-06,0.10879097959183673,3446.8251693475845
754,5.011872336272653e-06,0.10879097959183673,3136.8414999664215
755,5.62341325190341e-06,0.10879097959183673,2647.4672493351854
756,6.30957344480184e-06,0.10879097959183673,2073.0905632398594
757,7.079457843841272e-06,0.10879097959183673,1507.429455789334
758,7.943282347242691e-06,0.10879097959183673,1009.6333593961542
759,8.912509381337314e-06,0.10879097959183673,626.0061349815945
760,9.999999999999836e-06,0.10879097959183673,352.4638553259904
761,1.1220184543019445e-05,0.10879097959183673,178.31184600341683
762,1.2589254117941456e-05,0.10879097959183673,83.41783683422136
763,1.4125375446227294e-05,0.10879097959183673,34.57569334925599
764,1.584893192461085e-05,0.10879097959183673,12.412300536503308
765,1.77827941003889e-05,0.10879097959183673,4.129223827293363
766,1.995262314968842e-05,0.10879097959183673,1.0312865841238137
767,2.2387211385682966e-05,0.10879097959183673,0.23380762867482507
768,2.5118864315095307e-05,0.10879097959183673,0.026648789428758392
769,2.8183829312643973e-05,0.10879097959183673,0.0014902191385827695
770,3.1622776601683145e-05,0.10879097959183673,0.00028151322031763306
771,3.548133892335681e-05,0.10879097959183673,2.2765447569675546e-06
772,3.981071705534888e-05,0.10879097959183673,1.9957848817026637e-08
773,4.4668359215095345e-05,0.10879097959183673,1.1026393647982763e-09
774,5.011872336272612e-05,0.10879097959183673,1.641451520071839e-13
775,5.623413251903364e-05,0.10879097959183673,8.460001954052846e-18
776,6.309573444801788e-05,0.10879097959183673,6.265233510020241e-22
777,7.079457843841215e-05,0.10879097959183673,4.4926241318951786e-29
778,7.943282347242627e-05,0.10879097959183673,3.3789815335478676e-37
779,8.91250938133724e-05,0.10879097959183673,9.644457607092342e-44
780,9.999999999999755e-05,0.10879097959183673,1.378313785508497e-66
781,0.00011220184543019355,0.10879097959183673,8.860527734572695e-81
782,0.00012589254117941352,0.10879097959183673,1.3940910329228115e-100
783,0.0001412537544622718,0.10879097959183673,2.565241647922144e-123
784,0.0001584893192461072,0.10879097959183673,2.7830976569088047e-157
785,0.00017782794100388755,0.10879097959183673,7.959989609394046e-188
786,0.00019952623149688256,0.10879097959183673,1.5567378600008336e-234
787,0.00022387211385682782,0.10879097959183673,2.626814868094812e-290
788,0.000251188643150951,0.10879097959183673,0.0
789,0.0002818382931264374,0.10879097959183673,0.0
790,0.0003162277660168289,0.10879097959183673,0.0
791,0.00035481338923356513,0.10879097959183673,0.0
792,0.00039810717055348553,0.10879097959183673,0.0
793,0.00044668359215094977,0.10879097959183673,0.0
794,0.0005011872336272571,0.10879097959183673,0.0
795,0.0005623413251903319,0.10879097959183673,0.0
796,0.0006309573444801737,0.10879097959183673,0.0
797,0.0007079457843841156,0.10879097959183673,0.0
798,0.0007943282347242562,0.10879097959183673,0.0
799,0.0008912509381337168,0.10879097959183673,0.0
800,1e-07,0.11976775510204081,0.016195254979149285
801,1.122018454301963e-07,0.11976775510204081,0.02572360160766493
802,1.2589254117941662e-07,0.11976775510204081,0.04070033812154579
803,1.4125375446227526e-07,0.11976775510204081,0.06444860193234297
804,1.584893192461111e-07,0.11976775510204081,0.10209210087949491
805,1.7782794100389192e-07,0.11976775510204081,0.1614327837045553
806,1.9952623149688747e-07,0.11976775510204081,0.25638795778591894
807,2.2387211385683332e-07,0.11976775510204081,0.40480034249522673
808,2.5118864315095717e-07,0.11976775510204081,0.6380763141750718
809,2.8183829312644433e-07,0.11976775510204081,1.0087479205023633
810,3.1622776601683665e-07,0.11976775510204081,1.5958066141660046
811,3.548133892335739e-07,0.11976775510204081,2.5174884025536226
812,3.981071705534953e-07,0.11976775510204081,3.955784295010971
813,4.4668359215096073e-07,0.11976775510204081,6.248748178442209
814,5.011872336272694e-07,0.11976775510204081,9.781266605646467
815,5.623413251903456e-07,0.11976775510204081,15.300864336875632
816,6.309573444801892e-07,0.11976775510204081,23.853858606587785
817,7.07945784384133e-07,0.11976775510204081,37.19234382202701
818,7.943282347242756e-07,0.11976775510204081,57.488059282472484
819,8.912509381337386e-07,0.11976775510204081,88.11242229140323
820,9.99999999999992e-07,0.11976775510204081,134.45859791086312
821,1.1220184543019537e-06,0.11976775510204081,203.24706240595094
822,1.258925411794156e-06,0.11976775510204081,303.654693803064
823,1.412537544622741e-06,0.11976775510204081,445.96917085362094
824,1.584893192461098e-06,0.11976775510204081,643.5806131276886
825,1.7782794100389047e-06,0.11976775510204081,906.010629688765
826,1.9952623149688584e-06,0.11976775510204081,1240.1317056836194
827,2.2387211385683147e-06,0.11976775510204081,1646.5377247009808
828,2.5118864315095514e-06,0.11976775510204081,2090.884527712621
829,2.8183829312644204e-06,0.11976775510204081,2531.032979695448
830,3.1622776601683407e-06,0.11976775510204081,2907.8748401811595
831,3.5481338923357097e-06,0.11976775510204081,3122.3962877192744
832,3.98107170553492e-06,0.11976775510204081,3146.7257619333755
833,4.466835921509571e-06,0.11976775510204081,2940.2932995594897
834,5.011872336272653e-06,0.11976775510204081,2556.2162984876363
835,5.62341325190341e-06,0.11976775510204081,2065.1797082548815
836,6.30957344480184e-06,0.11976775510204081,1553.0197668365615
837,7.079457843841272e-06,0.11976775510204081,1074.02773188202
838,7.943282347242691e-06,0.11976775510204081,689.2878172555193
839,8.912509381337314e-06,0.11976775510204081,403.8632803134131
840,9.999999999999836e-06,0.11976775510204081,213.66165932461888
841,1.1220184543019445e-05,0.11976775510204081,104.30866685862749
842,1.2589254117941456e-05,0.11976775510204081,45.87643859796
843,1.4125375446227294e-05,0.11976775510204081,17.140143898218945
844,1.584893192461085e-05,0.11976775510204081,5.551961445618611
845,1.77827941003889e-05,0.11976775510204081,1.5393754329919545
846,1.995262314968842e-05,0.11976775510204081,0.311311967809762
847,2.2387211385682966e-05,0.11976775510204081,0.04836879030986537
848,2.5118864315095307e-05,0.11976775510204081,0.004502921736621007
849,2.8183829312643973e-05,0.11976775510204081,0.00037829624932619123
850,3.1622776601683145e-05,0.11976775510204081,1.229703750033947e-05
851,3.548133892335681e-05,0.11976775510204081,7.989953304192562e-08
852,3.981071705534888e-05,0.11976775510204081,2.3231503545894272e-10
853,4.4668359215095345e-05,0.11976775510204081,1.9076980543685603e-12
854,5.011872336272612e-05,0.11976775510204081,9.215571747785322e-18
855,5.623413251903364e-05,0.11976775510204081,1.2269314830560719e-22
856,6.309573444801788e-05,0.11976775510204081,9.967306393871527e-28
857,7.079457843841215e-05,0.11976775510204081,1.360597607364123e-33
858,7.943282347242627e-05,0.11976775510204081,1.432619565120125e-45
859,8.91250938133724e-05,0.11976775510204081,1.539618055015165e-58
860,9.999999999999755e-05,0.11976775510204081,4.543257089081869e-73
861,0.00011220184543019355,0.11976775510204081,3.1120164665869143e-86
862,0.00012589254117941352,0.11976775510204081,1.6482540059018722e-120
863,0.0001412537544622718,0.11976775510204081,3.613475253441057e-138
864,0.0001584893192461072,0.11976775510204081,5.5324398556820335e-183
865,0.00017782794100388755,0.11976775510204081,5.660472461647756e-223
866,0.00019952623149688256,0.11976775510204081,1.2462915395737683e-268
867,0.00022387211385682782,0.11976775510204081,0.0
868,0.000251188643150951,0.11976775510204081,0.0
869,0.0002818382931264374,0.11976775510204081,0.0
870,0.0003162277660168289,0.11976775510204081,0.0
871,0.00035481338923356513,0.11976775510204081,0.0
872,0.00039810717055348553,0.11976775510204081,0.0
873,0.00044668359215094977,0.11976775510204081,0.0
874,0.0005011872336272571,0.11976775510204081,0.0
875,0.0005623413251903319,0.11976775510204081,0.0
876,0.0006309573444801737,0.11976775510204081,0.0
877,0.0007079457843841156,0.11976775510204081,0.0
878,0.0007943282347242562,0.11976775510204081,0.0
879,0.0008912509381337168,0.11976775510204081,0.0
880,1e-07,0.1307445306122449,0.019586347330266946
881,1.122018454301963e-07,0.1307445306122449,0.03103438354084909
882,1.2589254117941662e-07,0.1307445306122449,0.049184618641233885
883,1.4125375446227526e-07,0.1307445306122449,0.07791112690513055
884,1.584893192461111e-07,0.1307445306122449,0.12319519555486133
885,1.7782794100389192e-07,0.1307445306122449,0.19522140144758504
886,1.9952623149688747e-07,0.1307445306122449,0.3085162786994782
887,2.2387211385683332e-07,0.1307445306122449,0.4887122305910107
888,2.5118864315095717e-07,0.1307445306122449,0.7707803510185314
889,2.8183829312644433e-07,0.1307445306122449,1.2172534310634389
890,3.1622776601683665e-07,0.1307445306122449,1.9182778583646822
891,3.548133892335739e-07,0.1307445306122449,3.0300079155292376
892,3.981071705534953e-07,0.1307445306122449,4.761678459098115
893,4.4668359215096073e-07,0.1307445306122449,7.48218689110647
894,5.011872336272694e-07,0.1307445306122449,11.747799461031969
895,5.623413251903456e-07,0.1307445306122449,18.307231937536958
896,6.309573444801892e-07,0.1307445306122449,28.523255344668016
897,7.07945784384133e-07,0.1307445306122449,44.11900836082286
898,7.943282347242756e-07,0.1307445306122449,68.02864645090071
899,8.912509381337386e-07,0.1307445306122449,103.93522424727965
900,9.99999999999992e-07,0.1307445306122449,157.47378217898904
901,1.1220184543019537e-06,0.1307445306122449,236.09840749505835
902,1.258925411794156e-06,0.1307445306122449,348.9625605013057
903,1.412537544622741e-06,0.1307445306122449,506.4601059642871
904,1.584893192461098e-06,0.1307445306122449,720.2632129518987
905,1.7782794100389047e-06,0.1307445306122449,997.5778390756323
906,1.9952623149688584e-06,0.1307445306122449,1338.678749753753
907,2.2387211385683147e-06,0.1307445306122449,1729.5881688388552
908,2.5118864315095514e-06,0.1307445306122449,2136.6623073257424
909,2.8183829312644204e-06,0.1307445306122449,2502.744012150506
910,3.1622776601683407e-06,0.1307445306122449,2766.3714097313646
911,3.5481338923357097e-06,0.1307445306122449,2865.165247506662
912,3.98107170553492e-06,0.1307445306122449,2770.485719872529
913,4.466835921509571e-06,0.1307445306122449,2495.025983876034
914,5.011872336272653e-06,0.1307445306122449,2096.234878615095
915,5.62341325190341e-06,0.1307445306122449,1635.7432142486102
916,6.30957344480184e-06,0.1307445306122449,1187.1137151632354
917,7.079457843841272e-06,0.1307445306122449,794.9584350973054
918,7.943282347242691e-06,0.1307445306122449,489.3101213661549
919,8.912509381337314e-06,0.1307445306122449,274.0165552521134
920,9.999999999999836e-06,0.1307445306122449,139.19684969684388
921,1.1220184543019445e-05,0.1307445306122449,63.83234070514455
922,1.2589254117941456e-05,0.1307445306122449,26.05628131006598
923,1.4125375446227294e-05,0.1307445306122449,9.106226431596872
924,1.584893192461085e-05,0.1307445306122449,2.7222171709702625
925,1.77827941003889e-05,0.1307445306122449,0.6343345496207101
926,1.995262314968842e-05,0.1307445306122449,0.1154966458142901
927,2.2387211385682966e-05,0.1307445306122449,0.013821917076724291
928,2.5118864315095307e-05,0.1307445306122449,0.001249127952641732
929,2.8183829312643973e-05,0.1307445306122449,5.782906126981017e-05
930,3.1622776601683145e-05,0.1307445306122449,7.454695529777122e-07
931,3.548133892335681e-05,0.1307445306122449,6.0282136764227955e-09
932,3.981071705534888e-05,0.1307445306122449,2.524107436367686e-11
933,4.4668359215095345e-05,0.1307445306122449,6.202895185868943e-15
934,5.011872336272612e-05,0.1307445306122449,8.1002517107277645e-19
935,5.623413251903364e-05,0.1307445306122449,1.763399523287546e-23
936,6.309573444801788e-05,0.1307445306122449,3.1915899119542787e-31
937,7.079457843841215e-05,0.1307445306122449,1.6002691546499459e-37
938,7.943282347242627e-05,0.1307445306122449,5.880102818984989e-49
939,8.91250938133724e-05,0.1307445306122449,1.0334308776335371e-62
940,9.999999999999755e-05,0.1307445306122449,5.930572626421764e-78
941,0.00011220184543019355,0.1307445306122449,3.0545247781467826e-99
942,0.00012589254117941352,0.1307445306122449,1.3750754919728436e-128
943,0.0001412537544622718,0.1307445306122449,5.325375865687269e-158
944,0.0001584893192461072,0.1307445306122449,8.03144504529174e-202
945,0.00017782794100388755,0.1307445306122449,1.2310733913373368e-259
946,0.00019952623149688256,0.1307445306122449,0.0
947,0.00022387211385682782,0.1307445306122449,0.0
948,0.000251188643150951,0.1307445306122449,0.0
949,0.0002818382931264374,0.1307445306122449,0.0
950,0.0003162277660168289,0.1307445306122449,0.0
951,0.00035481338923356513,0.1307445306122449,0.0
952,0.00039810717055348553,0.1307445306122449,0.0
953,0.00044668359215094977,0.1307445306122449,0.0
954,0.0005011872336272571,0.1307445306122449,0.0
955,0.0005623413251903319,0.1307445306122449,0.0
956,0.0006309573444801737,0.1307445306122449,0.0
957,0.0007079457843841156,0.1307445306122449,0.0
958,0.0007943282347242562,0.1307445306122449,0.0
959,0.0008912509381337168,0.1307445306122449,0.0
960,1e-07,0.141721306122449,0.0
961,1.122018454301963e-07,0.141721306122449,0.0
962,1.2589254117941662e-07,0.141721306122449,0.0
963,1.4125375446227526e-07,0.141721306122449,0.0
964,1.584893192461111e-07,0.141721306122449,0.0
965,1.7782794100389192e-07,0.141721306122449,0.0
966,1.9952623149688747e-07,0.141721306122449,0.0
967,2.2387211385683332e-07,0.141721306122449,0.0
968,2.5118864315095717e-07,0.141721306122449,0.0
969,2.8183829312644433e-07,0.141721306122449,0.0
970,3.1622776601683665e-07,0.141721306122449,0.0
971,3.548133892335739e-07,0.141721306122449,0.0
972,3.981071705534953e-07,0.141721306122449,0.0
973,4.4668359215096073e-07,0.141721306122449,0.0
974,5.011872336272694e-07,0.141721306122449,0.0
975,5.623413251903456e-07,0.141721306122449,0.0
976,6.309573444801892e-07,0.141721306122449,0.0
977,7.07945784384133e-07,0.141721306122449,0.0
978,7.943282347242756e-07,0.141721306122449,0.0
979,8.912509381337386e-07,0.141721306122449,0.0
980,9.99999999999992e-07,0.141721306122449,0.0
981,1.1220184543019537e-06,0.141721306122449,0.0
982,1.258925411794156e-06,0.141721306122449,0.0
983,1.412537544622741e-06,0.141721306122449,0.0
984,1.584893192461098e-06,0.141721306122449,0.0
985,1.7782794100389047e-06,0.141721306122449,0.0
986,1.9952623149688584e-06,0.141721306122449,0.0
987,2.2387211385683147e-06,0.141721306122449,0.0
988,2.5118864315095514e-06,0.141721306122449,0.0
989,2.8183829312644204e-06,0.141721306122449,0.0
990,3.1622776601683407e-06,0.141721306122449,0.0
991,3.5481338923357097e-06,0.141721306122449,0.0
992,3.98107170553492e-06,0.141721306122449,0.0
993,4.466835921509571e-06,0.141721306122449,0.0
994,5.011872336272653e-06,0.141721306122449,0.0
995,5.62341325190341e-06,0.141721306122449,0.0
996,6.30957344480184e-06,0.141721306122449,0.0
997,7.079457843841272e-06,0.141721306122449,0.0
998,7.943282347242691e-06,0.141721306122449,0.0
999,8.912509381337314e-06,0.141721306122449,0.0
1000,9.999999999999836e-06,0.141721306122449,0.0
1001,1.1220184543019445e-05,0.141721306122449,0.0
1002,1.2589254117941456e-05,0.141721306122449,0.0
1003,1.4125375446227294e-05,0.141721306122449,0.0
1004,1.584893192461085e-05,0.141721306122449,0.0
1005,1.77827941003889e-05,0.141721306122449,0.0
1006,1.995262314968842e-05,0.141721306122449,0.0
1007,2.2387211385682966e-05,0.141721306122449,0.0
1008,2.5118864315095307e-05,0.141721306122449,0.0
1009,2.8183829312643973e-05,0.141721306122449,0.0
1010,3.1622776601683145e-05,0.141721306122449,0.0
1011,3.548133892335681e-05,0.141721306122449,0.0
1012,3.981071705534888e-05,0.141721306122449,0.0
1013,4.4668359215095345e-05,0.141721306122449,0.0
1014,5.011872336272612e-05,0.141721306122449,0.0
1015,5.623413251903364e-05,0.141721306122449,0.0
1016,6.309573444801788e-05,0.141721306122449,0.0
1017,7.079457843841215e-05,0.141721306122449,0.0
1018,7.943282347242627e-05,0.141721306122449,0.0
1019,8.91250938133724e-05,0.141721306122449,0.0
1020,9.999999999999755e-05,0.141721306122449,0.0
1021,0.00011220184543019355,0.141721306122449,0.0
1022,0.00012589254117941352,0.141721306122449,0.0
1023,0.0001412537544622718,0.141721306122449,0.0
1024,0.0001584893192461072,0.141721306122449,0.0
1025,0.00017782794100388755,0.141721306122449,0.0
1026,0.00019952623149688256,0.141721306122449,0.0
1027,0.00022387211385682782,0.141721306122449,0.0
1028,0.000251188643150951,0.141721306122449,0.0
1029,0.0002818382931264374,0.141721306122449,0.0
1030,0.0003162277660168289,0.141721306122449,0.0
1031,0.00035481338923356513,0.141721306122449,0.0
1032,0.00039810717055348553,0.141721306122449,0.0
1033,0.00044668359215094977,0.141721306122449,0.0
1034,0.0005011872336272571,0.141721306122449,0.0
1035,0.0005623413251903319,0.141721306122449,0.0
1036,0.0006309573444801737,0.141721306122449,0.0
1037,0.0007079457843841156,0.141721306122449,0.0
1038,0.0007943282347242562,0.141721306122449,0.0
1039,0.0008912509381337168,0.141721306122449,0.0
1040,1e-07,0.15269808163265308,0.0
1041,1.122018454301963e-07,0.15269808163265308,0.0
1042,1.2589254117941662e-07,0.15269808163265308,0.0
1043,1.4125375446227526e-07,0.15269808163265308,0.0
1044,1.584893192461111e-07,0.15269808163265308,0.0
1045,1.7782794100389192e-07,0.15269808163265308,0.0
1046,1.9952623149688747e-07,0.15269808163265308,0.0
1047,2.2387211385683332e-07,0.15269808163265308,0.0
1048,2.5118864315095717e-07,0.15269808163265308,0.0
1049,2.8183829312644433e-07,0.15269808163265308,0.0
1050,3.1622776601683665e-07,0.15269808163265308,0.0
1051,3.548133892335739e-07,0.15269808163265308,0.0
1052,3.981071705534953e-07,0.15269808163265308,0.0
1053,4.4668359215096073e-07,0.15269808163265308,0.0
1054,5.011872336272694e-07,0.15269808163265308,0.0
1055,5.623413251903456e-07,0.15269808163265308,0.0
1056,6.309573444801892e-07,0.15269808163265308,0.0
1057,7.07945784384133e-07,0.15269808163265308,0.0
1058,7.943282347242756e-07,0.15269808163265308,0.0
1059,8.912509381337386e-07,0.15269808163265308,0.0
1060,9.99999999999992e-07,0.15269808163265308,0.0
1061,1.1220184543019537e-06,0.15269808163265308,0.0
1062,1.258925411794156e-06,0.15269808163265308,0.0
1063,1.412537544622741e-06,0.15269808163265308,0.0
1064,1.584893192461098e-06,0.15269808163265308,0.0
1065,1.7782794100389047e-06,0.15269808163265308,0.0
1066,1.9952623149688584e-06,0.15269808163265308,0.0
1067,2.2387211385683147e-06,0.15269808163265308,0.0
1068,2.5118864315095514e-06,0.15269808163265308,0.0
1069,2.8183829312644204e-06,0.15269808163265308,0.0
1070,3.1622776601683407e-06,0.15269808163265308,0.0
1071,3.5481338923357097e-06,0.15269808163265308,0.0
1072,3.98107170553492e-06,0.15269808163265308,0.0
1073,4.466835921509571e-06,0.15269808163265308,0.0
1074,5.011872336272653e-06,0.15269808163265308,0.0
1075,5.62341325190341e-06,0.15269808163265308,0.0
1076,6.30957344480184e-06,0.15269808163265308,0.0
1077,7.079457843841272e-06,0.15269808163265308,0.0
1078,7.943282347242691e-06,0.15269808163265308,0.0
1079,8.912509381337314e-06,0.15269808163265308,0.0
1080,9.999999999999836e-06,0.15269808163265308,0.0
1081,1.1220184543019445e-05,0.15269808163265308,0.0
1082,1.2589254117941456e-05,0.15269808163265308,0.0
1083,1.4125375446227294e-05,0.15269808163265308,0.0
1084,1.584893192461085e-05,0.15269808163265308,0.0
1085,1.77827941003889e-05,0.15269808163265308,0.0
1086,1.995262314968842e-05,0.15269808163265308,0.0
1087,2.2387211385682966e-05,0.15269808163265308,0.0
1088,2.5118864315095307e-05,0.15269808163265308,0.0
1089,2.8183829312643973e-05,0.15269808163265308,0.0
1090,3.1622776601683145e-05,0.15269808163265308,0.0
1091,3.548133892335681e-05,0.15269808163265308,0.0
1092,3.981071705534888e-05,0.15269808163265308,0.0
1093,4.4668359215095345e-05,0.15269808163265308,0.0
1094,5.011872336272612e-05,0.15269808163265308,0.0
1095,5.623413251903364e-05,0.15269808163265308,0.0
1096,6.309573444801788e-05,0.15269808163265308,0.0
1097,7.079457843841215e-05,0.15269808163265308,0.0
1098,7.943282347242627e-05,0.15269808163265308,0.0
1099,8.91250938133724e-05,0.15269808163265308,0.0
1100,9.999999999999755e-05,0.15269808163265308,0.0
1101,0.00011220184543019355,0.15269808163265308,0.0
1102,0.00012589254117941352,0.15269808163265308,0.0
1103,0.0001412537544622718,0.15269808163265308,0.0
1104,0.0001584893192461072,0.15269808163265308,0.0
1105,0.00017782794100388755,0.15269808163265308,0.0
1106,0.00019952623149688256,0.15269808163265308,0.0
1107,0.00022387211385682782,0.15269808163265308,0.0
1108,0.000251188643150951,0.15269808163265308,0.0
1109,0.0002818382931264374,0.15269808163265308,0.0
1110,0.0003162277660168289,0.15269808163265308,0.0
1111,0.00035481338923356513,0.15269808163265308,0.0
1112,0.00039810717055348553,0.15269808163265308,0.0
1113,0.00044668359215094977,0.15269808163265308,0.0
1114,0.0005011872336272571,0.15269808163265308,0.0
1115,0.0005623413251903319,0.15269808163265308,0.0
1116,0.0006309573444801737,0.15269808163265308,0.0
1117,0.0007079457843841156,0.15269808163265308,0.0
1118,0.0007943282347242562,0.15269808163265308,0.0
1119,0.0008912509381337168,0.15269808163265308,0.0
1120,1e-07,0.16367485714285715,0.0
1121,1.122018454301963e-07,0.16367485714285715,0.0
1122,1.2589254117941662e-07,0.16367485714285715,0.0
1123,1.4125375446227526e-07,0.16367485714285715,0.0
1124,1.584893192461111e-07,0.16367485714285715,0.0
1125,1.7782794100389192e-07,0.16367485714285715,0.0
1126,1.9952623149688747e-07,0.16367485714285715,0.0
1127,2.2387211385683332e-07,0.16367485714285715,0.0
1128,2.5118864315095717e-07,0.16367485714285715,0.0
1129,2.8183829312644433e-07,0.16367485714285715,0.0
1130,3.1622776601683665e-07,0.16367485714285715,0.0
1131,3.548133892335739e-07,0.16367485714285715,0.0
1132,3.981071705534953e-07,0.16367485714285715,0.0
1133,4.4668359215096073e-07,0.16367485714285715,0.0
1134,5.011872336272694e-07,0.16367485714285715,0.0
1135,5.623413251903456e-07,0.16367485714285715,0.0
1136,6.309573444801892e-07,0.16367485714285715,0.0
1137,7.07945784384133e-07,0.16367485714285715,0.0
1138,7.943282347242756e-07,0.16367485714285715,0.0
1139,8.912509381337386e-07,0.16367485714285715,0.0
1140,9.99999999999992e-07,0.16367485714285715,0.0
1141,1.1220184543019537e-06,0.16367485714285715,0.0
1142,1.258925411794156e-06,0.16367485714285715,0.0
1143,1.412537544622741e-06,0.16367485714285715,0.0
1144,1.584893192461098e-06,0.16367485714285715,0.0
1145,1.7782794100389047e-06,0.16367485714285715,0.0
1146,1.9952623149688584e-06,0.16367485714285715,0.0
1147,2.2387211385683147e-06,0.16367485714285715,0.0
1148,2.5118864315095514e-06,0.16367485714285715,0.0
1149,2.8183829312644204e-06,0.16367485714285715,0.0
1150,3.1622776601683407e-06,0.16367485714285715,0.0
1151,3.5481338923357097e-06,0.16367485714285715,0.0
1152,3.98107170553492e-06,0.16367485714285715,0.0
1153,4.466835921509571e-06,0.16367485714285715,0.0
1154,5.011872336272653e-06,0.16367485714285715,0.0
1155,5.62341325190341e-06,0.16367485714285715,0.0
1156,6.30957344480184e-06,0.16367485714285715,0.0
1157,7.079457843841272e-06,0.16367485714285715,0.0
1158,7.943282347242691e-06,0.16367485714285715,0.0
1159,8.912509381337314e-06,0.16367485714285715,0.0
1160,9.999999999999836e-06,0.16367485714285715,0.0
1161,1.1220184543019445e-05,0.16367485714285715,0.0
1162,1.2589254117941456e-05,0.16367485714285715,0.0
1163,1.4125375446227294e-05,0.16367485714285715,0.0
1164,1.584893192461085e-05,0.16367485714285715,0.0
1165,1.77827941003889e-05,0.16367485714285715,0.0
1166,1.995262314968842e-05,0.16367485714285715,0.0
1167,2.2387211385682966e-05,0.16367485714285715,0.0
1168,2.5118864315095307e-05,0.16367485714285715,0.0
1169,2.8183829312643973e-05,0.16367485714285715,0.0
1170,3.1622776601683145e-05,0.16367485714285715,0.0
1171,3.548133892335681e-05,0.16367485714285715,0.0
1172,3.981071705534888e-05,0.16367485714285715,0.0
1173,4.4668359215095345e-05,0.16367485714285715,0.0
1174,5.011872336272612e-05,0.16367485714285715,0.0
1175,5.623413251903364e-05,0.16367485714285715,0.0
1176,6.309573444801788e-05,0.16367485714285715,0.0
1177,7.079457843841215e-05,0.16367485714285715,0.0
1178,7.943282347242627e-05,0.16367485714285715,0.0
1179,8.91250938133724e-05,0.16367485714285715,0.0
1180,9.999999999999755e-05,0.16367485714285715,0.0
1181,0.00011220184543019355,0.16367485714285715,0.0
1182,0.00012589254117941352,0.16367485714285715,0.0
1183,0.0001412537544622718,0.16367485714285715,0.0
1184,0.0001584893192461072,0.16367485714285715,0.0
1185,0.00017782794100388755,0.16367485714285715,0.0
1186,0.00019952623149688256,0.16367485714285715,0.0
1187,0.00022387211385682782,0.16367485714285715,0.0
1188,0.000251188643150951,0.16367485714285715,0.0
1189,0.0002818382931264374,0.16367485714285715,0.0
1190,0.0003162277660168289,0.16367485714285715,0.0
1191,0.00035481338923356513,0.16367485714285715,0.0
1192,0.00039810717055348553,0.16367485714285715,0.0
1193,0.00044668359215094977,0.16367485714285715,0.0
1194,0.0005011872336272571,0.16367485714285715,0.0
1195,0.0005623413251903319,0.16367485714285715,0.0
1196,0.0006309573444801737,0.16367485714285715,0.0
1197,0.0007079457843841156,0.16367485714285715,0.0
1198,0.0007943282347242562,0.16367485714285715,0.0
1199,0.0008912509381337168,0.16367485714285715,0.0
1200,1e-07,0.17465163265306122,0.0
1201,1.122018454301963e-07,0.17465163265306122,0.0
1202,1.2589254117941662e-07,0.17465163265306122,0.0
1203,1.4125375446227526e-07,0.17465163265306122,0.0
1204,1.584893192461111e-07,0.17465163265306122,0.0
1205,1.7782794100389192e-07,0.17465163265306122,0.0
1206,1.9952623149688747e-07,0.17465163265306122,0.0
1207,2.2387211385683332e-07,0.17465163265306122,0.0
1208,2.5118864315095717e-07,0.17465163265306122,0.0
1209,2.8183829312644433e-07,0.17465163265306122,0.0
1210,3.1622776601683665e-07,0.17465163265306122,0.0
1211,3.548133892335739e-07,0.17465163265306122,0.0
1212,3.981071705534953e-07,0.17465163265306122,0.0
1213,4.4668359215096073e-07,0.17465163265306122,0.0
1214,5.011872336272694e-07,0.17465163265306122,0.0
1215,5.623413251903456e-07,0.17465163265306122,0.0
1216,6.309573444801892e-07,0.17465163265306122,0.0
1217,7.07945784384133e-07,0.17465163265306122,0.0
1218,7.943282347242756e-07,0.17465163265306122,0.0
1219,8.912509381337386e-07,0.17465163265306122,0.0
1220,9.99999999999992e-07,0.17465163265306122,0.0
1221,1.1220184543019537e-06,0.17465163265306122,0.0
1222,1.258925411794156e-06,0.17465163265306122,0.0
1223,1.412537544622741e-06,0.17465163265306122,0.0
1224,1.584893192461098e-06,0.17465163265306122,0.0
1225,1.7782794100389047e-06,0.17465163265306122,0.0
1226,1.9952623149688584e-06,0.17465163265306122,0.0
1227,2.2387211385683147e-06,0.17465163265306122,0.0
1228,2.5118864315095514e-06,0.17465163265306122,0.0
1229,2.8183829312644204e-06,0.17465163265306122,0.0
1230,3.1622776601683407e-06,0.17465163265306122,0.0
1231,3.5481338923357097e-06,0.17465163265306122,0.0
1232,3.98107170553492e-06,0.17465163265306122,0.0
1233,4.466835921509571e-06,0.17465163265306122,0.0
1234,5.011872336272653e-06,0.17465163265306122,0.0
1235,5.62341325190341e-06,0.17465163265306122,0.0
1236,6.30957344480184e-06,0.17465163265306122,0.0
