0.00, 1.0
0.03, 1.0
0.05, 1.0
0.07, 1.0
0.09, 1.0
0.11, 1.0
0.13, 1.0
0.15, 1.0
0.17, 1.0
0.19, 1.0
0.21159692889521303, 0.9875192604006164
0.2122255890549537, 0.9112480739599385
0.21348851822228437, 0.8405238828967643
0.2160369679035508, 0.7739599383667182
0.2212254942754394, 0.703235747303544
0.23060706079482124, 0.6338983050847458
0.24543061754583867, 0.5909090909090909
0.264325115208813, 0.5590138674884438
0.28978669767615095, 0.5340523882896765
0.31864480988191374, 0.5104776579352851
0.35141770637659486, 0.49106317411402167
0.37847162938854445, 0.47164869029275813
0.4299658832736447, 0.44807395993836685
0.4616951359366236, 0.43004622496147926
0.49576584291892206, 0.4050847457627119
0.5598871411875412, 0.35516178736517723
0.5941118917140997, 0.3149460708782743
0.6229919671363946, 0.26363636363636367
0.6398496479149567, 0.2248073959938367
0.6769511022674407, 0.1721109399075501
0.7312323177641218, 0.1374422187981511
